SOC,PulseLength(s),Temperature(C),Voltage(V),SOP(W)
0.749891667,2.002,-18.491,3.2908,25.421
0.7499,2.003,-17.854,3.2926,25.676
0.699908333,2.002,-17.945,3.2694,21.615
0.699916667,2.002,-19.159,3.2761,22.844
0.699875,2.002,-18.966,3.2789,23.673
0.699866667,2.002,-18.773,3.2811,23.998
0.699875,2.002,-18.607,3.2831,24.37
0.699866667,2.003,-18.124,3.2847,24.712
0.649883333,2.002,-19.047,3.2641,21.105
0.649891667,2.003,-19.032,3.2709,22.234
0.64985,2.003,-19.127,3.2736,22.945
0.64985,2.002,-18.892,3.2758,23.316
0.649841667,2.002,-19.115,3.2775,23.782
0.64985,2.002,-19.172,3.2787,24.011
0.599866667,2.003,-18.903,3.2589,19.956
0.599858333,2.002,-18.094,3.2664,21.166
0.599825,2.002,-18.366,3.2692,21.942
0.599816667,2.002,-18.08,3.2713,22.518
0.599816667,2.003,-18.219,3.2731,22.89
0.599816667,2.003,-18.201,3.2745,23.193
0.599816667,2.003,-18.916,3.2759,23.414
0.549841667,2.003,-18.839,3.2535,18.856
0.549841667,2.003,-18.997,3.2622,20.267
0.5498,2.003,-18.646,3.2653,21.144
0.549791667,2.003,-19.316,3.2677,21.787
0.549791667,2.003,-19.131,3.2697,22.194
0.549791667,2.003,-18.177,3.2712,22.455
0.499766667,2.002,-18.165,3.2471,17.832
0.499808333,2.003,-19.374,3.2576,19.332
0.499783333,2.002,-18.216,3.2616,20.311
0.499733333,2.003,-18.418,3.2643,20.842
0.499783333,2.002,-19.165,3.2664,21.385
0.4998,2.002,-19.393,3.268,21.834
0.499791667,2.002,-17.957,3.2696,22.056
0.499733333,2.002,-17.971,3.2706,22.318
0.49975,2.002,-18.767,3.2717,22.539
0.449783333,2.002,-19.2,3.2405,17.195
0.4498,2.002,-18.277,3.253,18.785
0.449708333,2.002,-18.451,3.2575,19.937
0.449725,2.001,-18.798,3.2608,20.485
0.449783333,2.003,-18.742,3.2631,21.028
0.449716667,2.003,-18.775,3.2651,21.374
0.399791667,2.002,-17.871,3.2312,16.33
0.399741667,2.003,-18.05,3.2461,17.997
0.399758333,2.003,-18.698,3.2537,19.12
0.399708333,2.002,-18.718,3.2571,19.755
0.39975,2.003,-18.325,3.2596,20.233
0.399683333,2.002,-18.327,3.2618,20.624
0.399725,2.003,-18.893,3.2635,20.83
0.349716667,2.001,-18.07,3.2199,15.12
0.34975,2.001,-18.635,3.2373,17.084
0.349741667,2.003,-18.872,3.2466,18.542
0.3497,2.002,-18.363,3.2506,19.39
0.3497,2.003,-18.007,3.2537,19.767
0.349675,2.003,-19.123,3.2563,20.087
0.299741667,2.002,-18.046,3.2013,13.485
0.299725,2.003,-18.181,3.2236,15.819
0.2997,2.003,-19.231,3.2338,17.194
0.299675,2.003,-18.886,3.2405,18.157
0.299666667,2.002,-18.579,3.2441,18.801
0.2997,2.002,-18.204,3.2468,19.168
0.29965,2.003,-19.692,3.2492,19.399
0.249725,2.002,-18.045,3.1638,11.056
0.2497,2.002,-18.105,3.2016,14.009
0.249708333,2.002,-18.094,3.2156,15.831
0.249716667,2.003,-18.749,3.2236,17.031
0.24965,2.002,-18.46,3.2292,17.679
0.249683333,2.002,-18.976,3.2323,18.356
0.249683333,2.002,-18.978,3.2348,18.732
0.249616667,2.004,-19.027,3.2373,19.066
0.199633333,2.002,-18.821,3.059,7.9255
0.199666667,2.002,-18.918,3.1588,11.594
0.199708333,2.002,-19.588,3.1857,14.144
0.199625,2.002,-19.038,3.198,15.439
0.199666667,2.002,-18.068,3.2054,16.457
0.199675,2.001,-18.518,3.2109,17.196
0.199658333,2.002,-18.708,3.2147,17.546
0.199633333,2.002,-18.489,3.2171,17.957
0.199658333,2.003,-18.534,3.2192,18.235
1.000025,30.002,10.886,3.4503,72.485
1.000016667,30.004,10.453,3.4456,72.229
0.950083333,30.001,10.599,3.3354,71.353
0.950083333,30.003,11.534,3.3365,71.054
0.9,30.001,11.063,3.3371,70.493
0.9,30.002,11.412,3.3376,69.976
0.85,30.003,11.608,3.3373,69.401
0.85,30.003,10.557,3.3383,68.779
0.8,30.003,11.124,3.3371,68.16
0.8,30.003,10.999,3.3385,67.201
0.799916667,30.002,10.756,3.343,66.979
0.75,30.003,11.105,3.3352,66.535
0.749916667,30.002,11.134,3.337,64.875
0.749916667,30.002,11.224,3.3409,64.403
0.699916667,27.066,11.14,3.3103,64.436
0.699916667,30.003,10.598,3.3112,62.283
0.699916667,30.003,11.698,3.3184,60.948
0.699833333,30.003,10.987,3.3193,60.412
0.699833333,30.004,11.934,3.3197,60.125
0.649916667,28.904,11.112,3.3006,59.288
0.649916667,30.003,11.382,3.3019,57.243
0.649916667,30.002,11.666,3.3088,56.086
0.599833333,30.001,11.2,3.2973,53.246
0.549833333,30.003,10.771,3.2955,48.257
0.549833333,30.002,16.314,3.2962,50.578
0.549833333,30.001,11.615,3.3028,49.485
0.549833333,30.001,13.852,3.3038,50.132
0.549833333,30.002,14.129,3.3044,49.765
0.4995,30.002,8.5059,3.2947,43.372
0.500166667,30.001,12.336,3.295,48.179
0.499916667,30.003,7.4587,3.3016,46.796
0.499166667,30.004,12.871,3.3026,47.667
0.499166667,30.002,11.507,3.3029,47.382
0.45,30.002,11.355,3.2937,38.984
0.45,30.002,11.114,3.294,45.726
0.45,30.002,11.377,3.3002,44.114
0.45,30.003,10.857,3.3012,44.966
0.45,30.004,10.748,3.3017,44.736
0.4,30.005,10.95,3.2929,34.5
0.399166667,29.056,10.677,3.2929,43.442
0.4,30.005,11.593,3.2991,41.868
0.35,30.001,10.515,3.2902,29.886
0.35,27.698,10.575,3.2901,40.849
0.35,30.003,10.816,3.2971,39.373
0.35,30.002,10.76,3.2984,38.578
0.299166667,30.002,10.727,3.279,25.021
0.299166667,25.75,10.99,3.2792,38.824
0.3,28.79,10.748,3.2882,37.43
0.3,30.002,11.061,3.2899,35.895
0.3,30.002,11.221,3.2908,35.464
0.249166667,30.002,10.503,3.2639,20.273
0.249166667,23.57,10.809,3.2636,36.543
0.25,26.495,10.661,3.2718,35.143
0.249166667,29.47,11.307,3.2732,33.636
0.25,30.003,11.473,3.274,32.18
0.199166667,30.002,10.719,3.2397,15.729
0.2,21.517,10.731,3.2392,33.896
0.2,24.222,10.641,3.2479,32.53
0.199166667,26.989,10.941,3.2495,31.074
0.2,29.985,11.396,3.2504,29.66
0.199166667,30.003,11.418,3.2513,28.315
0.2,30.005,10.654,3.252,28.734
0.149166667,30.004,11.377,3.211,11.548
0.15,19.192,10.857,3.2099,31.271
0.149166667,21.861,11.376,3.221,29.998
0.149166667,24.464,11.197,3.2226,28.566
0.149166667,27.183,11.651,3.2236,27.208
0.15,30.003,11.483,3.2245,25.92
0.149166667,30.003,11.332,3.2252,24.762
0.149166667,30.003,10.776,3.2257,25.196
0.1,30.003,10.281,3.1997,7.1024
0.099166667,18.545,10.277,3.1995,26.198
0.099166667,20.922,11.274,3.2099,25.094
0.099166667,23.3,10.638,3.2116,23.859
0.099166667,25.761,10.57,3.2128,22.702
0.099166667,28.439,10.52,3.2136,21.568
0.1,30.002,11.08,3.2145,20.514
0.099166667,30.003,10.476,3.2148,20.006
0.099166667,30.002,11.177,3.2152,20.238
0.049166667,30.003,11.024,3.0679,2.5627
0.05,23.069,10.468,3.0731,14.497
0.049166667,26.038,11.06,3.0798,13.614
0.05,29.122,11.361,3.0836,12.77
0.05,30.003,11.341,3.0866,11.98
1.000025,2.002,-8.1687,3.4671,52.636
1.000025,2.002,-8.2605,3.4711,52.635
0.949991667,2.002,-8.2147,3.3254,49.618
0.900016667,2.002,-8.7877,3.3191,47.515
0.900008333,2.002,-8.6774,3.3245,48.404
0.899966667,2.002,-8.4762,3.3262,48.816
0.849983333,2.002,-8.4331,3.3113,46.317
0.849983333,2.003,-9.0878,3.3202,47.319
0.849941667,2.002,-8.4092,3.3229,47.878
0.799958333,2.003,-8.4365,3.301,45.085
0.799958333,2.001,-8.6358,3.3114,46.103
0.799916667,2.002,-9.0945,3.3161,46.745
0.799916667,2.002,-8.8629,3.3191,47.169
0.749933333,2.002,-8.7424,3.2915,43.768
0.749933333,2.003,-8.3796,3.2987,44.674
0.749891667,2.002,-9.0524,3.3025,45.375
0.749891667,2.002,-9.2922,3.3057,45.873
0.699916667,2.001,-8.4743,3.2828,41.948
0.699908333,2.003,-9.0594,3.2887,43.467
0.699866667,2.002,-8.2936,3.2917,44.204
0.699875,2.002,-9.0772,3.2936,44.637
0.649891667,2.002,-9.1567,3.2766,40.487
0.649883333,2.002,-8.4226,3.2819,41.911
0.64985,2.002,-8.8562,3.2844,42.412
0.649841667,2.003,-8.371,3.286,43.394
0.649841667,2.002,-8.6855,3.2875,43.875
0.599858333,2.002,-8.9633,3.2723,39.346
0.599858333,2.003,-8.9012,3.2775,40.86
0.599816667,2.002,-8.6076,3.2798,41.75
0.599816667,2.003,-9.0825,3.2813,42.303
0.549841667,2.001,-7.9256,3.2685,36.318
0.549858333,2.003,-8.4274,3.2744,38.851
0.549758333,2.003,-9.0614,3.2767,40.143
0.549775,2.002,-8.1299,3.2785,40.963
0.5498,2.003,-8.9978,3.2797,41.4
0.499825,2.002,-9.2098,3.2653,35.564
0.499766667,2.003,-8.6764,3.2715,37.475
0.499775,2.002,-8.2736,3.2743,38.752
0.499766667,2.001,-9.1643,3.2761,39.657
0.499733333,2.002,-9.3075,3.2776,40.186
0.499741667,2.002,-9.0303,3.2785,40.505
0.4498,2.003,-9.2672,3.2613,33.65
0.449783333,2.002,-9.3841,3.2686,35.896
0.449775,2.002,-9.2644,3.2716,37.349
0.449725,2.003,-8.2804,3.2736,38.292
0.449758333,2.003,-8.2994,3.2751,38.878
0.449725,2.002,-8.6234,3.2764,39.309
0.449716667,2.002,-8.2965,3.2777,39.637
0.399783333,2.002,-8.4466,3.2567,31.568
0.399783333,2.002,-8.4729,3.2648,34.071
0.399675,2.002,-9.3904,3.2682,35.722
0.399733333,2.003,-8.3238,3.2706,36.752
0.399725,2.003,-8.5036,3.2724,37.415
0.399733333,2.002,-9.4234,3.274,37.88
0.349708333,2.002,-8.3215,3.2502,29.64
0.349725,2.002,-8.6354,3.2594,32.265
0.349708333,2.002,-8.6035,3.2632,33.89
0.349658333,2.002,-8.2732,3.266,34.938
0.349725,2.004,-8.5994,3.268,35.626
0.3497,2.002,-9.0758,3.2699,36.288
0.349708333,2.002,-9.3639,3.2714,36.638
0.299691667,2.002,-8.7711,3.2415,28.087
0.299741667,2.003,-9.6111,3.2513,30.657
0.299633333,2.002,-9.4185,3.2557,32.357
0.299625,2.002,-9.2356,3.2585,33.441
0.299658333,2.002,-9.3352,3.2611,34.319
0.299691667,2.002,-9.1529,3.2629,34.787
0.2997,2.002,-8.1189,3.2647,35.185
0.249691667,2.003,-8.2879,3.2283,26.826
0.249658333,2.002,-8.9442,3.2386,29.312
0.249633333,2.002,-8.2134,3.2428,30.951
0.249675,2.002,-8.0631,3.2459,31.902
0.2496,2.002,-8.3592,3.2483,32.728
0.249625,2.003,-9.3334,3.2503,33.136
0.199616667,2.003,-8.276,3.2074,25.116
0.199633333,2.001,-10.104,3.2187,27.426
0.199583333,2.002,-9.0686,3.2243,28.554
0.199666667,2.002,-8.7654,3.2277,29.975
0.199583333,2.002,-8.5278,3.2299,30.645
0.199583333,2.003,-8.1891,3.2317,31.147
0.149666667,2.002,-8.3768,3.1798,22.389
0.149666667,2.003,-8.2517,3.1947,25.156
0.149583333,2.002,-8.2244,3.2003,26.883
0.149583333,2.002,-8.4384,3.2036,27.938
0.149583333,2.002,-8.3271,3.2061,28.558
0.149583333,2.002,-8.7013,3.208,28.986
0.099583333,2.002,-8.7133,3.1137,16.155
0.099583333,2.002,-9.1768,3.1578,20.86
0.099583333,2.002,-9.3759,3.1699,23.728
0.099583333,2.002,-9.3966,3.1775,25.194
0.0995,2.003,-8.5011,3.1825,26.054
0.099583333,2.001,-8.8443,3.1864,26.728
0.099583333,2.002,-8.9027,3.1893,27.108
0.099583333,2.003,-8.1494,3.1918,27.575
0.099583333,2.002,-8.8037,3.1938,27.924
