SOC,PulseLength(s),Temperature(C),Voltage(V),True_SOP(W),SHAP_SOC,SHAP_PulseLength(s),SHAP_Temperature(C),SHAP_Voltage(V)
0.550083333,10.002,39.98,3.2997,79.254,4.3933553258772005,0.43463205732638016,29.70049681464443,8.501520974733866
0.550083333,30.002,40.937,3.3024,76.064,5.9703065528773,-7.735491070270073,29.820240017991747,10.46823818367091
0.550083333,10.002,11.203,3.2917,61.722,3.526549969664775,0.5415983369434252,10.8921870836569,7.104369509837125
0.550083333,10.002,25.656,3.297,73.718,5.136400449543726,0.6323841847083531,24.311809958386004,8.546064823763444
0.550083333,10.003,10.476,3.2891,57.147,3.0146668292582035,-2.329638303630054,11.115736513664014,3.0133121423085685
0.550083333,2.002,0.58517,3.2856,63.374,2.6416108771041036,13.629797197049484,4.234439833329525,4.54516234786599
0.550083333,10.002,25.531,3.2948,73.003,5.140837658210658,1.0866443645977415,23.94420317890006,7.7578660561703146
0.55,10.002,-9.4149,3.2775,27.98,1.5510845666762907,-1.1020830269437283,-9.41290639747167,-0.27252890245174055
0.55,30.003,1.9451,3.2993,34.151,2.0521921346196903,-10.499795420204755,-0.18831811756710523,8.636317505526822
0.55,30.003,1.679,3.2899,30.226,1.044422020795755,-11.403186179713812,0.328699412093265,3.235820886490401
0.55,30.003,26.214,3.3056,68.964,6.03249347074423,-8.799560199799016,24.2123971410736,10.805446631516098
0.55,30.002,1.3982,3.2905,34.285,1.656049513015896,-10.734232366546058,0.9110836779454258,4.969380194114056
0.55,10.002,-9.1282,3.2804,29.367,1.601519579255255,-0.9452702328842133,-9.321852921962272,0.5885027307772543
0.55,30.003,1.1491,3.2981,33.584,2.0469202732481064,-10.154808282095473,0.4343518429412507,8.441845166429411
0.55,30.003,-8.7975,3.2823,21.917,1.3763103274896276,-9.528734706710093,-8.901517108724219,1.6123022716818378
0.55,10.002,-8.515,3.2727,25.164,1.662455167901935,-0.7688870693231001,-9.51769693110371,-1.6343600160093046
0.549916667,10.003,-19.036,3.2599,14.113,0.9635280986537691,-0.9298210301343351,-19.248401815692485,-3.187348001274513
0.549916667,10.003,-18.912,3.2813,18.01,0.8674697273678612,-1.6029983726516366,-19.440739084684754,0.2135334629227873
0.549916667,10.002,-18.948,3.2806,17.805,0.8219277932436672,-0.7348201664490626,-19.412407691704576,0.2761026161944028
0.549916667,10.003,1.6764,3.2864,44.041,1.1283512782026082,-3.0818871206976475,0.5977060785284266,2.3383933317137418
0.549916667,10.003,-17.915,3.2669,15.138,0.8557685701467562,-0.8000206331862136,-19.265687997889763,-2.048817281333031
0.549916667,10.003,-18.507,3.2707,15.946,0.8801601770927664,-0.8537704507494346,-19.465409782220668,-1.5466692731634248
0.549916667,10.004,-18.314,3.2736,16.523,0.8509495306981262,-1.3249563807621598,-19.45177778222598,-0.996947009927826
0.549916667,10.002,-19.21,3.2755,16.981,0.9565788441663607,-0.5596452292799949,-19.76973628246924,-1.3309058165142778
0.549916667,10.003,-18.261,3.277,17.319,0.8692710108344909,-1.135779904294759,-19.52451018556021,-0.16111584860016592
0.549916667,10.002,-18.501,3.2796,17.586,0.8223120923514944,-0.7308998413430526,-19.461146130743437,0.32053642623475753
0.549916667,10.002,-9.1957,3.2841,30.432,2.0025741308380383,-1.1931986780185253,-9.304135306512471,1.5355896447214763
0.549858333,2.003,-8.4274,3.2744,38.851,1.1921050852735062,10.311702124094591,-9.978087345825042,-1.0157154897088185
0.549841667,2.001,-7.9256,3.2685,36.318,1.017852341812104,11.220537621187978,-9.274504814214596,-2.0978145053738264
0.549841667,2.003,-18.839,3.2535,18.856,0.5644420108071063,8.4656598121766,-21.845947291058547,-3.81187497568666
0.549841667,2.003,-18.997,3.2622,20.267,0.5951645800063852,8.338712733089924,-21.861921599962805,-3.614591499682283
0.549833333,30.001,11.615,3.3028,49.485,3.5214862279105,-9.755707930750214,10.022560742506757,9.90617997822701
0.549833333,10.003,0.99754,3.2834,39.78,1.2457294553657994,-2.7283024103799836,1.8757907118147705,1.5263152058504057
0.549833333,10.002,1.6837,3.292,45.722,1.9898592705652118,-0.4432013092096895,0.6811747477541212,7.846475235976977
0.549833333,30.002,14.129,3.3044,49.765,4.343239492711145,-9.137417726030108,14.004806482335553,9.977061553791863
0.549833333,30.001,13.852,3.3038,50.132,3.4449094105954283,-9.67677736918209,10.942665953617542,10.005503522792132
0.549833333,10.002,1.9178,3.2905,45.025,1.9360539187863468,-0.4092800864111632,0.4794571559375618,6.927248234067811
0.549833333,30.002,16.314,3.2962,50.578,3.782087353609968,-10.272047411755192,14.175244508608012,6.958953175329371
0.549833333,30.003,10.771,3.2955,48.257,3.3102892844052985,-11.60797143363161,9.290703625006136,6.647053883193293
0.5498,2.003,-8.9978,3.2797,41.4,1.6020837324124295,11.48246486052638,-9.778757375867572,2.1169666765502186
0.5498,2.003,-18.646,3.2653,21.144,0.5759515277727041,8.503827719404363,-21.79312148464989,-2.7754001198650804
0.549791667,2.003,-19.316,3.2677,21.787,0.5551877093943767,8.527474315706641,-22.169754732220028,-2.5305360253935216
0.549791667,2.003,-18.177,3.2712,22.455,0.5725810878549237,8.432056319601834,-21.97357279563934,-2.0179153950547333
0.549791667,2.003,-19.131,3.2697,22.194,0.5254916468833107,8.31515086241532,-22.03262803272024,-2.241752446036553
0.549775,2.002,-8.1299,3.2785,40.963,1.7537219146429561,11.357718086410314,-9.72032012941083,0.8591272344999016
0.549758333,2.003,-9.0614,3.2767,40.143,2.081034225785406,11.020752735713032,-9.814598861595151,0.9023879519163165
0.500833333,30.003,-8.5183,3.2789,20.534,1.0656310421403032,-9.17376907766331,-8.932893749161158,0.07076940988190472
0.5002,2.002,26.244,3.2906,79.439,4.276358304519672,10.369075727059972,22.676713606866542,5.219753285746556
0.500183333,2.002,10.787,3.2835,71.334,3.091731257785577,15.00381295093568,13.28905776545289,3.47085537931649
0.500166667,30.003,-17.991,3.2697,11.295,0.6351944154326339,-7.318235438172706,-17.537831316249502,-1.7020506441313774
0.500166667,10.002,40.748,3.2985,78.713,4.356161168083199,0.3241402186523192,29.339986666110345,8.518467904685531
0.500166667,30.001,12.336,3.295,48.179,3.351907733741682,-10.99368489483837,9.797020506507252,6.614261815719074
0.500166667,30.003,-18.627,3.2803,12.969,0.543002793280175,-8.072008535484784,-17.606647790097632,0.39874331005383284
0.500166667,30.003,-18.355,3.2766,12.4,0.5016882703488227,-7.561904812776484,-17.66422989752609,-0.00696063335519284
0.500166667,30.001,-18.07,3.2645,10.14,0.6365455690363888,-7.666167617398314,-17.426571875362715,-2.9970849279966205
0.50015,2.003,40.941,3.2958,82.861,4.193554605532554,9.26156446422916,25.90156459820457,7.2756420584511945
0.5001,2.002,1.7054,3.2846,62.912,2.923559450544417,15.031916620922274,4.898994592441013,4.456611319620861
0.5001,2.003,0.75749,3.2811,61.175,2.172562843405176,14.123373895832337,4.506093942072475,2.476946659657406
0.500083333,10.002,26.052,3.2933,72.157,4.93874911317369,1.31110189427156,23.700369211630896,7.258285255874507
0.500083333,10.002,10.528,3.2874,53.739,2.442881274111569,-0.6312073408486322,10.2646283810155,2.656157574284589
0.500083333,30.003,-18.309,3.2736,11.979,0.7199656408873852,-7.505708050248213,-17.630120032043195,-1.4580938728991897
0.500083333,10.002,25.24,3.2955,72.872,6.249970049853436,0.8130429757828824,22.602783951128366,8.226638450315223
0.500083333,30.001,40.928,3.301,74.341,5.535668558488251,-7.728394131425302,29.839961371953834,10.356669319974026
0.500083333,30.002,-18.87,3.2786,12.73,0.5485752540349494,-7.582596217920073,-17.766311923589093,-0.2062923653004691
0.500083333,30.003,25.018,3.2981,65.906,7.019753028138075,-9.105493867406622,22.31970673166914,9.587826562452829
0.500083333,30.002,40.957,3.3016,75.274,5.5861939964775225,-7.920044757265132,29.64241584608448,10.491897583162645
0.500066667,2.003,0.78894,3.2765,59.451,1.912730269797612,13.352093898891471,4.390832545637386,0.8317217852885369
0.50005,2.002,1.47,3.2831,62.345,2.5690514954738317,14.588917172285727,3.9505782129231375,4.155150516972644
0.5,10.002,-8.2533,3.2746,26.416,1.5973007844493259,-0.8750592630915344,-9.438171471680981,-1.064578292372171
0.5,10.003,-9.3075,3.2691,23.637,1.7444958407839295,-1.0833910518418997,-9.413159008196963,-1.7915326241229195
0.5,30.003,2.2254,3.2962,32.307,1.6957559725875035,-11.560608067724388,-0.38304001729702575,6.676386975913775
0.5,30.001,-9.3358,3.2838,21.481,1.5116342162515501,-9.91843246237375,-8.863624162520281,1.5094605791056528
0.5,30.002,1.4715,3.2888,32.845,1.191292469552718,-10.898058610795998,0.8590833620901686,2.3239684221637433
0.5,10.005,-19.055,3.2744,16.334,0.6933309898141305,-1.240873706699349,-19.503035356045004,-1.0426566919242033
0.5,30.002,2.4697,3.2975,33.28,2.001348824049346,-10.727059411187657,-0.30619458415778356,8.086533553355839
0.5,30.001,-9.3568,3.2819,21.099,1.4982882801990491,-9.716023825658485,-8.950525296707637,1.4960132082970814
0.5,10.002,11.385,3.2949,60.688,3.327807058482431,0.14461078085936607,10.384229459867347,7.809830084952991
0.5,10.003,10.956,3.2935,59.871,3.1746743423631414,-2.57171588457888,10.867387843242614,5.930494336427655
0.5,10.002,11.226,3.2898,59.13,3.0968843148229643,0.42170128527097406,10.778202887865483,5.244621871018317
0.5,30.004,-8.0998,3.2772,17.24,0.7251835677307099,-9.313179601468146,-8.84683739384287,0.2529656906495802
0.5,30.002,25.852,3.3043,67.503,5.446304857223295,-8.84961782339029,23.46552085806965,10.238435001316248
0.5,30.002,25.58,3.2989,67.812,5.577512289213482,-9.07471821375424,23.37064154817024,9.496453679761617
0.5,10.003,-18.821,3.2706,15.651,0.7497898653463926,-0.9140890434756875,-19.541686983569818,-1.66216687840526
0.5,10.003,-17.976,3.2633,14.31,0.6021913265122566,-0.8559911901457236,-19.183056621027937,-3.1621211379778105
0.499916667,10.004,-17.947,3.2784,16.894,0.8564874757698271,-1.584585647736676,-19.446481036142213,0.18202413913677445
0.499916667,10.003,-18.943,3.255,13.362,0.7737443727755453,-0.913281484968029,-19.316971620531113,-3.481531066276366
0.499916667,10.003,-18.922,3.2792,17.098,0.9674026254180353,-1.6360425647953525,-19.55739118840196,0.3813970709859859
0.499916667,10.003,-18.431,3.2728,16.106,0.7683158644137439,-0.9544343585288152,-19.52770891086082,-1.5589481873915065
0.499916667,10.003,-19.046,3.2676,15.069,0.7142364786367398,-0.8246971372887493,-19.431845084368543,-2.162523993180366
0.499916667,30.003,7.4587,3.3016,46.796,2.460365901491605,-10.337074876315892,3.2294885095208885,9.696036721419077
0.499916667,10.002,-7.9343,3.2778,28.252,1.5061464200820773,-1.19824586418923,-9.146817815310788,-0.1894048258580733
0.499916667,10.002,-8.9528,3.2801,29.178,1.8986600568529683,-0.9622480665519834,-9.199441093376372,0.7135257460305001
0.499916667,30.002,26.255,3.305,67.991,5.271499455827288,-8.87651759716915,23.690438819533448,10.596018531186273
0.499916667,10.002,1.2374,3.2808,37.702,0.9748329628817737,-1.569536690916866,1.1806974631128833,0.6563257845200132
0.499833333,10.002,1.8879,3.2837,42.157,1.5622973930463195,-2.132239118013531,0.8829443129943684,2.0355600027123
0.499833333,10.002,1.9276,3.2909,44.61,2.3177264324761926,-0.35197653908282517,0.5582360918680206,7.159731446382357
0.499833333,10.003,-18.19,3.2773,16.637,0.9526693735772278,-1.1274913622112945,-19.59598364789854,-0.0632290838949848
0.499825,2.002,-9.2098,3.2653,35.564,1.3602929863787723,10.334343779368792,-10.144613079661795,-3.161330610079458
0.499808333,2.003,-19.374,3.2576,19.332,0.5175398369296453,8.530328328507021,-22.160140763202506,-3.984792240237584
0.4998,2.002,-19.393,3.268,21.834,0.407045876015909,8.47953614312224,-22.399420487995084,-2.6434482985490466
0.499791667,2.002,-17.957,3.2696,22.056,0.3716073394648265,8.33854102253914,-22.107653154183936,-2.477771536990767
0.499783333,2.002,-19.165,3.2664,21.385,0.42767975734896024,8.524766454459169,-21.970022628607985,-2.9445599039213266
0.499783333,2.002,-18.216,3.2616,20.311,0.4357343860936817,8.39420752255246,-22.00076174632908,-3.8294354281050618
0.499775,2.002,-8.2736,3.2743,38.752,1.375161919965176,10.628047289298847,-10.048827945970697,-1.006693633631803
0.499766667,2.002,-18.165,3.2471,17.832,0.48142152454121967,8.501461298717185,-21.839154361596158,-4.956176195242442
0.499766667,2.001,-9.1643,3.2761,39.657,1.6811890139279422,10.395895177603233,-9.759071492882212,-0.5803578461648431
0.499766667,2.003,-8.6764,3.2715,37.475,1.5380595585529226,10.454972433960066,-9.9756577426687,-1.5005176040297374
0.49975,2.002,-18.767,3.2717,22.539,0.6968776717211586,8.680677979844623,-22.23267589747236,-1.8296946542558725
0.49975,10.002,2.1359,3.2879,43.362,1.6944593184348196,-1.381549546830356,0.6604351284587756,3.3828904083173255
0.49975,10.002,1.9833,3.2897,44.146,2.18248476671055,-0.4040628207102418,0.6301081056008115,5.706246096472023
0.499741667,2.002,-9.0303,3.2785,40.505,1.8477427939872724,11.105997115091887,-9.64208963673911,0.8779257811291609
0.499733333,2.003,-18.418,3.2643,20.842,0.231499756682897,8.513459460050798,-21.721268079241565,-3.7655993750446943
0.499733333,2.002,-17.971,3.2706,22.318,0.5217631615779829,8.634252179041505,-22.059504183356477,-2.0487451603857334
0.499733333,2.002,-9.3075,3.2776,40.186,1.8702844599902164,11.123936245006043,-9.747893273296068,0.9213406258972827
0.4995,30.002,8.5059,3.2947,43.372,1.4546849616104738,-11.591994973984548,2.913944607245503,6.292132848396432
0.499166667,30.004,12.871,3.3026,47.667,2.256759409394581,-10.654168013648595,9.357843309310265,9.900145968223223
0.499166667,30.002,11.507,3.3029,47.382,2.309697704419959,-10.68851617614273,9.355983525011688,9.740394592453958
0.499166667,30.003,1.3329,3.2886,27.1,0.7749707151483745,-11.039054830193054,1.0508963974367362,2.544629436491523
0.450833333,30.003,-8.2675,3.2757,19.284,-0.3293871074251365,-9.013574660397135,-9.232395173822297,-0.018537365063093603
0.450833333,30.001,-9.2242,3.2893,20.673,0.951521540133981,-10.033278938806616,-9.063880413442384,3.941180117581971
0.450216667,2.005,11.196,3.2817,70.709,2.7706005834322425,13.612489941879176,14.054576846993296,3.9602030664007177
0.450208333,2.003,26.097,3.289,79.248,2.7302588318521157,11.121515338949393,21.865542706965936,4.361877074600198
0.450208333,2.003,40.029,3.2943,82.699,3.3622372847096993,9.43329904603772,26.632784366870766,6.522535570976324
0.450166667,10.003,40.243,3.2977,78.24,3.7594902627711417,-0.7935068565211258,31.06479158324888,7.677668255094904
0.450166667,30.004,-19.033,3.2661,10.396,-0.39606928533059543,-7.243704991813283,-17.203777122294124,-2.4449795298092067
0.450166667,30.003,-18.097,3.26,9.3728,-0.07888901048223489,-7.40604412247194,-17.15836548750667,-3.248846691399813
0.450166667,30.002,-18.912,3.2737,11.453,-0.2651860428613145,-7.5435132403252645,-17.60013980973279,-1.5814731852058321
0.450166667,30.003,-18.328,3.2762,11.813,-0.5035338395799045,-7.312741158646531,-17.468524630633183,-0.28774524863343687
0.450166667,30.003,-18.724,3.2706,11.01,-0.2991631851962302,-7.456216561193578,-17.433748021425274,-1.6213437780644744
0.450116667,2.003,1.9252,3.2787,59.319,1.438689001512248,14.430811928715556,4.829608175101457,0.7638890211062972
0.450083333,10.002,11.297,3.2853,51.121,1.9112869708379732,-0.47323253262788056,10.450399056727765,3.0514137301198208
0.450083333,10.003,25.682,3.2943,71.94,3.503813862865791,-1.3433204104518517,24.335531178022503,5.718512031808496
0.450066667,2.003,0.67183,3.2736,57.461,1.2575265989941544,13.14219004180748,4.768002091712551,-0.9981397588911932
0.450033333,2.002,0.7002,3.2827,61.787,2.2403677244950084,14.557344209295698,4.864292245429242,4.152708855395904
0.450008333,2.003,1.2827,3.2811,61.127,1.6692564317793586,14.222602837416343,4.10301789114601,2.4446823108859825
0.45,10.002,-8.3964,3.2651,22.078,0.45088526286766867,-0.6323058798070997,-9.897951782815799,-3.304304679760244
0.45,10.002,-8.9629,3.2811,28.388,0.8687444100726861,-0.8641362953465432,-9.433530393012333,0.8610967266454828
0.45,30.002,11.114,3.294,45.726,1.3279719013441353,-11.872990370898043,9.10645533395931,6.5353320378449276
0.45,10.002,10.659,3.288,56.616,1.2649088090285658,-0.32681392546044663,10.585080231482861,2.636444895280292
0.45,30.002,3.3222,3.2965,32.231,0.5346091544488445,-12.083087898665108,0.9938960236194544,6.238758703412023
0.45,10.002,-9.4678,3.275,26.408,0.20937021163408645,-0.8331871836306527,-9.93041172842146,-1.1677551603934262
0.45,10.002,-8.4699,3.2777,27.342,0.6638171465334017,-1.0752733146864921,-9.589026045359205,-0.15533802073681727
0.45,10.003,-8.242,3.2797,27.967,0.6986850683449302,-1.8818927784170956,-9.767459578232375,0.8026290016272105
0.45,10.002,26.122,3.292,71.16,2.626728062664624,1.5553737772023306,23.17326295298524,7.240835854853503
0.45,30.002,11.377,3.3002,44.114,1.642568999044597,-10.890210161008872,8.77419815820409,9.16787479616818
0.45,30.003,10.857,3.3012,44.966,1.7357351133739576,-11.273646860064472,8.976840489002644,9.688148508813464
0.45,10.002,-8.8428,3.2711,24.881,0.516240744633833,-0.7909814454428852,-9.633540319213353,-1.878234448885778
0.45,30.004,10.748,3.3017,44.736,1.6541849126992747,-11.104876897369977,8.98494999537128,9.592819240257377
0.45,30.001,25.621,3.2979,63.323,3.4449464577808975,-9.430007596265058,22.593231620619772,9.201775417701574
0.45,30.001,-7.5476,3.2733,15.884,-0.5468834321619943,-10.1631598326331,-7.670075831626309,-1.7586035475123207
0.45,30.002,25.821,3.2986,66.116,3.4812823323206974,-9.508642432903871,22.798455877368106,9.267727504743961
0.45,30.002,40.05,3.3006,72.996,4.617997806442435,-8.506491843869444,29.95509301366634,9.954941798070212
0.45,30.003,40.825,3.3013,74.099,4.836631919718929,-8.50348678952083,30.12408232057118,10.733143712856108
0.45,30.003,-8.817,3.2858,20.048,0.5215031640359666,-9.864072427549399,-8.766796725344612,2.9294278064137327
0.45,30.002,-9.1457,3.2878,20.367,0.5626007218507584,-9.81427229797002,-8.684366240173112,2.746935846633278
0.45,10.002,11.221,3.2928,58.31,2.1020199651597067,0.6850366485025734,10.408596798883519,7.4800955113465895
0.45,30.002,11.355,3.2937,38.984,1.2706368024181574,-12.004502191883512,8.545211090910016,6.022336965185823
0.449916667,30.003,25.479,3.3039,65.579,3.709084222691599,-9.512065808381886,22.247231556302868,10.28286641173414
0.449916667,30.002,26.072,3.3045,66.051,3.3740927625494077,-9.222344704116695,22.573425874136156,10.293794259870191
0.449916667,10.002,10.621,3.2915,57.5,2.1088623736519367,0.8477184720779769,10.652340051186037,7.017243881620234
0.449916667,10.005,-17.914,3.2587,13.215,-0.20207136932644063,-1.232905807341449,-19.0189839882197,-3.298001287530642
0.449916667,10.004,-18.188,3.2489,12.409,-0.240377691333415,-1.2725774468947202,-19.2424275520051,-3.799913130903151
0.449916667,10.004,-16.912,3.264,13.933,-1.5549698986078146,-1.7335098888957874,-16.80852221750305,-3.1288113008544314
0.449916667,10.003,-17.269,3.2686,15.255,-1.360899636723334,-1.2403786947298796,-17.053621583186324,-2.1862588332698216
0.449833333,10.003,-18.126,3.2712,16.153,-0.12488245608168654,-0.907093379944563,-19.38664218890277,-1.6333082226023543
0.449833333,10.002,1.2026,3.2781,36.018,0.4697286088578403,-1.669903216259554,1.508196665639989,-0.3257656488858629
0.449833333,10.003,1.9489,3.289,43.061,1.1805217021144927,-3.2572716892184688,1.0779004177311435,3.5337801974907053
0.4498,2.003,-9.2672,3.2613,33.65,0.46711222421494314,10.549879654527176,-10.371363432095677,-4.041853132977849
0.4498,2.002,-18.277,3.253,18.785,-0.3975773043336812,8.582553071128205,-22.07287828657107,-4.054306296160211
0.449783333,2.002,-9.3841,3.2686,35.896,0.4983765881403815,10.533410278877708,-10.264963760325045,-2.3334157556237187
0.449783333,2.003,-18.742,3.2631,21.028,-0.49152957794605756,8.547686921269634,-21.999566235125823,-3.687635600225767
0.449783333,2.002,-19.2,3.2405,17.195,-0.33630741310771556,8.89711904377211,-21.952507764639158,-5.93191473107785
0.449775,2.002,-9.2644,3.2716,37.349,0.7969498294673394,10.882733439414297,-10.071917013423809,-1.3571514361014123
0.449758333,2.003,-8.2994,3.2751,38.878,0.5975279524747747,10.81387479217723,-10.263789170890814,-0.7422026862809434
0.44975,10.002,1.8215,3.2859,41.781,1.1638358276244254,-1.460524578834884,1.1652450059587136,3.3824145379744004
0.44975,10.003,1.3398,3.2817,40.492,1.1619329198775814,-2.6898511410551147,1.5959387700026855,1.6484904268279206
0.44975,10.002,1.2882,3.2876,42.572,1.113027542894706,-1.01231511766091,1.588577610324137,3.14378790392424
0.449725,2.001,-18.798,3.2608,20.485,-0.39005117256077937,8.931523185081314,-22.09219882281992,-3.740486824888503
0.449725,2.003,-8.2804,3.2736,38.292,0.6321707586024422,10.945859999153763,-10.377632328331238,-1.210096437954344
0.449725,2.002,-8.6234,3.2764,39.309,0.7668026359553914,10.656981251649558,-10.008879956955788,-0.34286607487592846
0.449716667,2.003,-18.775,3.2651,21.374,-0.3995878869795706,8.657129178480245,-21.910740965989245,-3.0687127333076205
0.449716667,2.002,-8.2965,3.2777,39.637,1.011470025627641,11.41649266208522,-10.264437389000086,1.038275970784016
0.449708333,2.002,-18.451,3.2575,19.937,-0.5091249936970417,8.604630398037843,-22.01151293108036,-3.9827852946927305
0.449166667,30.003,2.9816,3.288,25.378,-0.8697070968383923,-11.965682528286706,1.1456368107197341,2.4375567643647083
0.449166667,30.003,2.1198,3.2882,31.987,-0.33028359147254377,-11.642242370133754,0.7511663480882999,2.683764217358548
0.449166667,30.003,3.5975,3.2955,31.167,-0.1701278476929292,-12.050921865485144,1.3651174002536572,6.415272040206474
0.40025,2.005,25.266,3.2861,78.72,3.090121201891452,10.31009468880482,21.18046182636288,4.0131447201198895
0.40025,30.003,25.409,3.2982,64.285,3.544921257777605,-9.894933339655399,22.45846149050398,9.394175306916004
0.40025,30.002,26.191,3.3038,62.551,3.05805810962338,-9.56917610343313,23.100817285169615,9.975437495311489
0.400241667,2.002,10.468,3.2795,69.949,1.552009402040858,15.301182408514432,13.434848736388377,2.207456885537831
0.400208333,2.002,40.945,3.292,82.504,3.2928116571909047,9.763257186610717,26.1234157994017,6.520855580111966
0.400166667,10.002,40.903,3.2967,77.733,3.5053837058792126,1.2652915884717368,29.728291149968282,7.953620040046517
0.400166667,30.003,-18.737,3.2544,8.691,-0.39568042756640354,-7.470670234577264,-16.838725089171493,-3.3958076932979746
0.400166667,30.002,-19.067,3.2768,11.244,-0.7437187492859084,-7.730603207959794,-17.26162169271847,-0.11181937844958156
0.400166667,30.002,-18.823,3.262,9.4026,-0.5001298764406238,-7.339335765293799,-16.990059381245228,-3.1596594601264223
0.400166667,30.003,-18.67,3.2667,9.9271,-0.6271257551491726,-7.682494951025583,-16.86578486766812,-2.4984547122195364
0.400166667,30.003,-18.143,3.2703,10.382,-0.5846457193407696,-7.56023981764447,-17.011004216739966,-1.6081710074562579
0.400166667,30.003,-17.812,3.273,10.703,-1.2048171224037652,-7.869953989754431,-16.081668766753282,-1.5122434275131673
0.400166667,30.003,-18.818,3.2749,11.033,-0.7682056329317857,-7.523065471299924,-17.13255727683427,-0.9847277316916734
0.400083333,10.002,10.996,3.2858,53.831,0.6441767678922042,-0.5291746494011023,10.147326315649552,2.721345879479777
0.400066667,2.002,0.74807,3.2702,55.324,0.9213111891318113,13.339014556463807,4.616168293200608,-1.4213683654007037
0.400025,2.002,1.4031,3.2763,57.923,1.02837916132994,13.366367281195707,4.177013465802884,-0.48230763655737974
0.400008333,2.001,1.3776,3.2806,59.858,1.5253062243573368,14.775325750182382,3.9337851695844437,2.307855314420303
0.4,30.005,11.593,3.2991,41.868,0.043834377427119764,-11.535250868878792,8.528297980560456,9.006397571960697
0.4,10.003,-9.2772,3.2803,27.363,0.41937089805374855,-1.8012433859659358,-9.278858013123973,0.8070823955151718
0.4,30.003,-8.9032,3.2809,19.366,-0.7679773566976655,-9.907071447041817,-8.434377195714042,0.6269744974328205
0.4,30.003,-8.289,3.2788,19.032,-0.9055074116203469,-9.41697890302632,-8.741272055525332,0.10930138131603599
0.4,30.004,-8.2908,3.2758,18.539,-0.9926272385462653,-8.863852340164595,-8.64548819757998,-0.09192652169149369
0.4,10.003,10.597,3.2831,48.13,0.4224585502315313,-1.8106118000601419,10.465037972492864,1.7243013076519127
0.4,30.005,10.95,3.2929,34.5,-0.36685245044529435,-12.9888027371536,7.776516040256247,5.6540359914500735
0.4,10.002,11.497,3.2895,55.023,0.7106651639705523,0.6089345958945341,10.079587368759094,5.13016829649685
0.4,30.003,-8.8931,3.2714,17.721,-0.6018341669312213,-9.15980044704862,-8.444663308865564,-1.3618632177915424
0.4,10.003,-8.2209,3.2611,20.802,-0.09491837798035703,-1.3541788434796036,-10.15360245239077,-3.8190548159857283
0.4,10.002,-9.4434,3.2674,23.461,-0.04617356748669408,-0.6824589562881738,-9.525062059628544,-2.59835196022992
0.4,10.003,-8.9236,3.2718,24.943,0.023165237520588564,-1.2403343485901133,-9.430821245388069,-1.282555803396972
0.4,10.002,-8.5006,3.2747,25.932,0.045427557389484716,-0.835599429178983,-9.365613830428337,-1.1216198560060002
0.4,10.003,-8.8097,3.2771,26.58,0.1984608001250308,-1.4238817683421074,-9.33776870443835,0.4102214830263983
0.4,10.002,-8.9323,3.2786,27.021,0.18575450872187502,-1.0732648374512792,-9.419537214253797,-0.33235467462451196
0.4,30.003,25.58,3.3047,63.552,2.4347169548482634,-9.810887191183864,22.21318090670742,10.526748115870868
0.4,30.002,-9.1649,3.2687,13.854,-0.5717999277694616,-8.943110562902875,-8.467745778353128,-1.8799717958644033
0.4,10.003,10.621,3.291,55.861,0.574039180316031,-2.078722072856035,10.135761447673431,4.598367047937354
0.4,10.002,25.988,3.2906,69.971,2.180158336374443,1.8419553072820418,23.383955594523577,6.385598413371481
0.4,10.002,26.05,3.2932,70.808,2.292598340760451,1.7424458557530307,22.74719918134622,7.191071066441946
0.4,30.002,40.405,3.3006,72.301,3.959009959498071,-8.49769896541955,30.51935822599684,10.059199898104417
0.4,30.003,40.846,3.2997,70.795,4.05364206730912,-8.807205025963485,30.27890807639924,10.45463697451749
0.4,30.002,4.2632,3.2942,30.895,-0.7978758122259751,-12.114173815059475,1.045175994609017,6.079249705492985
0.4,30.002,4.106,3.2864,23.211,-1.4902909683110193,-12.067910192520358,1.4322924547153526,2.355251494117547
0.399975,2.003,0.83511,3.2789,59.089,1.1850112445419654,13.99288449913729,4.80010502537596,0.8770382667856756
0.399916667,10.003,-18.511,3.2707,14.596,-0.5070501343358774,-0.9009462209418416,-19.12490593506518,-1.6763885495543946
0.399916667,10.003,-19.072,3.272,14.902,-0.48120482080732474,-0.9541825688956306,-19.134944134386025,-1.5916141917288769
0.399916667,10.002,-17.339,3.2438,12.15,-1.6415512877411675,-0.645751802152954,-16.501084824319697,-6.168381377703045
0.399916667,30.002,26.07,3.2975,57.1,1.8965046409750357,-10.197382477852516,21.98818458945141,8.881504011092474
0.399916667,10.002,-18.676,3.2642,13.837,-0.6383161140198353,-0.45526887566782537,-18.81230482934305,-3.667234187858412
0.399916667,10.003,-18.574,3.2691,14.319,-0.542473584000254,-0.8141899670660496,-19.088207519674032,-1.976341574183898
0.399833333,10.003,1.2843,3.2754,33.946,-0.6500223112339154,-1.9375671291304752,1.2065012421214487,-0.6826376134960447
0.399833333,10.002,-19.095,3.2669,14.095,-0.5318000608275179,-0.43205825047567487,-19.01279873360676,-2.6387103900744115
0.399833333,10.003,-17.628,3.2605,13.42,-1.1295504249178339,-1.1636345051927492,-17.936577463288558,-3.4112092285521793
