SOC,PulseLength(s),Temperature(C),Voltage(V),AvgCurrent_20s,True_SOP(W),SHAP_SOC,SHAP_PulseLength(s),SHAP_Temperature(C),SHAP_Voltage(V),SHAP_AvgCurrent_20s,fold
0.500000111,10.003,-7.096,3.618,0.0,45.937,6.244475,-1.4662288,-21.695337,-0.5220871,-3.9599652,2
0.500000111,10.003,-7.096,3.618,0.0,45.937,4.5222797,-1.6063293,-21.402004,0.29528075,-3.463483,3
0.500000097,10.002,-17.313,3.6251,0.0,25.413,5.322692,-0.05840321,-43.100216,-0.29216862,-3.3582883,3
0.500000097,10.002,-17.313,3.6251,0.0,25.413,4.3353395,-0.3614109,-40.5197,0.1302793,-4.784891,5
0.500000097,10.002,-17.313,3.6251,0.0,25.413,4.560255,-0.32214648,-43.32633,-0.47924617,-4.381049,1
0.500000097,10.002,-17.313,3.6251,0.0,25.413,5.6336646,0.29775614,-43.531,-1.3274018,-3.9842894,2
0.500000097,10.002,-17.313,3.6251,0.0,25.413,7.909735,0.070242986,-39.89523,-3.3762128,-4.649096,4
0.500000026,30.002,27.745,3.7168,0.0,89.91,7.123072,-0.059006236,13.418464,3.8489027,-3.70332,5
0.500000026,30.002,27.745,3.7168,0.0,89.91,9.771259,-1.5834633,11.294983,4.2235694,-2.8489861,4
0.500000026,30.002,27.745,3.7168,0.0,89.91,7.5336905,-1.8220087,12.4091,3.1364706,-3.0619445,2
0.500000026,30.002,27.745,3.7168,0.0,89.91,8.39068,-0.448165,9.53413,3.529101,-2.9951916,1
0.500000026,30.002,27.745,3.7168,0.0,89.91,6.547842,-1.0626545,10.750681,4.601272,-3.3516014,3
0.499982648,10.002,0.56926,3.7414,0.0,90.168,9.96548,0.20146286,6.445532,5.902886,-3.0006592,3
0.499982648,10.002,0.56926,3.7414,0.0,90.168,9.654844,0.04092734,5.0579963,5.5857334,-3.1428945,1
0.499982648,10.002,0.56926,3.7414,0.0,90.168,11.540013,0.5141565,0.62600803,5.260183,-3.3822272,4
0.499982648,10.002,0.56926,3.7414,0.0,90.168,9.776461,-0.3331738,8.692003,4.9284215,-3.9694085,5
0.499982648,10.002,0.56926,3.7414,0.0,90.168,9.656223,0.5227899,6.7253685,4.775664,-3.1506553,2
0.499980717,10.001,12.785,3.6281,0.523727619,83.338,9.536943,-0.46534708,2.0609727,1.1339451,-0.6189486,1
0.499980717,10.001,12.785,3.6281,0.523727619,83.338,8.44269,0.072647594,2.0792558,2.0187783,-3.6204238,3
0.499980717,10.001,12.785,3.6281,0.523727619,83.338,9.609583,0.12984534,3.408508,1.571536,0.5766317,4
0.499980717,10.001,12.785,3.6281,0.523727619,83.338,8.115246,0.575301,2.7887855,1.0466255,0.89022905,2
0.499980717,10.001,12.785,3.6281,0.523727619,83.338,9.87069,0.5611852,4.36481,1.3847241,-0.9288836,5
0.499979419,10.001,2.778,3.6384,0.0,75.089,9.888524,0.27108803,-1.3943617,1.977494,-4.9770665,5
0.499979419,10.001,2.778,3.6384,0.0,75.089,8.939689,0.11676502,-4.3772106,2.342899,-3.9339464,3
0.499979419,10.001,2.778,3.6384,0.0,75.089,9.666945,-0.41153815,-4.619598,2.3535423,-5.2167015,1
0.499979419,10.001,2.778,3.6384,0.0,75.089,11.142893,-0.1728149,-2.6566114,2.4304116,-4.9749036,4
0.499979419,10.001,2.778,3.6384,0.0,75.089,8.490888,0.688744,-3.174582,1.6868882,-4.612629,2
0.401336664,10.001,3.6419,3.3612,8.998114286,85.158,9.965307,-0.04728816,2.1610968,-2.1276104,7.661681,4
0.401336664,10.001,3.6419,3.3612,8.998114286,85.158,10.253904,0.04626658,1.6389204,-2.0949743,6.107751,3
0.401336664,10.001,3.6419,3.3612,8.998114286,85.158,10.158573,-0.030159656,2.467016,-5.192635,6.025271,1
0.401336664,10.001,3.6419,3.3612,8.998114286,85.158,10.146843,0.57830167,3.0882058,-5.199981,7.2334104,2
0.401336664,10.001,3.6419,3.3612,8.998114286,85.158,11.465785,0.29970178,2.5114226,-1.7882321,6.857998,5
0.40130185,10.002,4.8899,3.2971,11.99985714,84.735,10.309083,0.5704797,3.5566428,-7.7513967,7.1631055,2
0.40130185,10.002,4.8899,3.2971,11.99985714,84.735,11.290796,0.12002158,2.6967242,-5.6546736,5.9512367,3
0.40130185,10.002,4.8899,3.2971,11.99985714,84.735,9.874874,-0.22509079,3.7414632,-7.930264,5.9427366,1
0.40130185,10.002,4.8899,3.2971,11.99985714,84.735,10.48316,0.45263097,3.5888045,-4.4765596,6.83614,4
0.40130185,10.002,4.8899,3.2971,11.99985714,84.735,12.050423,-0.40811428,5.2648435,-7.4223347,6.439435,5
0.400779733,10.002,3.147,3.4327,6.000865,86.01,10.170091,-0.25119308,1.3629152,-2.7850282,5.565911,1
0.400779733,10.002,3.147,3.4327,6.000865,86.01,10.392785,0.21315424,1.2675493,-3.9550607,6.346338,3
0.400779733,10.002,3.147,3.4327,6.000865,86.01,9.859543,0.63422775,0.7358759,-5.0112834,8.282838,2
0.400779733,10.002,3.147,3.4327,6.000865,86.01,11.316015,-0.3430164,1.9268693,-4.9708505,7.9863625,5
0.400779733,10.002,3.147,3.4327,6.000865,86.01,9.806163,0.40300202,-2.0787666,-5.315687,7.804364,4
0.400501242,10.002,1.7116,3.5161,3.00001,86.646,8.83296,0.4396134,1.1466026,-0.54291266,6.504987,2
0.400501242,10.002,1.7116,3.5161,3.00001,86.646,10.246186,0.36537704,1.8211178,-1.0467421,6.2836847,4
0.400501242,10.002,1.7116,3.5161,3.00001,86.646,10.106894,0.23258431,2.542379,-0.8216857,4.4323354,3
0.400501242,10.002,1.7116,3.5161,3.00001,86.646,10.36883,-0.17192358,0.29390213,-3.2739768,5.4752197,1
0.400501242,10.002,1.7116,3.5161,3.00001,86.646,11.46422,-0.5078882,0.8981843,-0.05617263,6.373849,5
0.400153869,2.002,26.069,3.5949,1.000112381,93.59,8.331411,3.0801618,8.039439,0.5870623,2.487543,1
0.400153869,2.002,26.069,3.5949,1.000112381,93.59,7.7148967,2.869365,10.091738,1.1479453,2.0572493,3
0.400153869,2.002,26.069,3.5949,1.000112381,93.59,7.8352885,1.8072822,11.203945,0.6404225,2.796587,2
0.400153869,2.002,26.069,3.5949,1.000112381,93.59,8.688576,1.1744316,10.668682,1.751668,3.7084785,5
0.400153869,2.002,26.069,3.5949,1.000112381,93.59,8.233568,3.032546,10.320099,0.3415713,3.9004729,4
0.400144393,10.002,41.325,3.6038,0.99989,94.157,6.6861253,0.2861758,15.828481,0.6929056,0.6319209,3
0.400144393,10.002,41.325,3.6038,0.99989,94.157,6.376285,0.5871429,15.595217,0.93153435,1.553257,2
0.400144393,10.002,41.325,3.6038,0.99989,94.157,8.090933,-0.25839102,13.190382,0.39069787,2.430301,1
0.400144393,10.002,41.325,3.6038,0.99989,94.157,7.959382,-0.25944173,16.151867,1.1952064,2.4605637,5
0.400144393,10.002,41.325,3.6038,0.99989,94.157,7.7208285,0.28177354,15.063458,0.47269544,3.0050712,4
0.400118354,10.003,0.73242,3.5974,1.000109,87.006,10.698478,-1.5155182,3.7572632,0.7427267,4.3777866,4
0.400118354,10.003,0.73242,3.5974,1.000109,87.006,6.5962496,-1.3548317,6.5708303,0.75385374,2.8883502,2
0.400118354,10.003,0.73242,3.5974,1.000109,87.006,9.3538685,-1.3420066,5.2276278,0.42685366,2.2607427,3
0.400118354,10.003,0.73242,3.5974,1.000109,87.006,8.326051,-0.88696295,4.7411194,1.728253,1.812097,1
0.400118354,10.003,0.73242,3.5974,1.000109,87.006,10.42167,0.030478742,7.722032,1.4371163,3.437116,5
0.400115473,10.003,26.259,3.5937,0.9998735,89.868,6.3884816,-1.4845358,11.107365,1.6379333,0.94754785,3
0.400115473,10.003,26.259,3.5937,0.9998735,89.868,8.261669,-1.6117566,10.871769,0.36743158,3.1410697,4
0.400115473,10.003,26.259,3.5937,0.9998735,89.868,6.010493,-1.839874,10.65176,0.9210855,2.000707,2
0.400115473,10.003,26.259,3.5937,0.9998735,89.868,8.535114,-0.27391595,10.470063,0.8978098,1.7110572,5
0.400115473,10.003,26.259,3.5937,0.9998735,89.868,7.5398135,-1.1033204,7.803292,0.45327356,2.6892457,1
0.400009464,10.002,-17.2,3.5725,0.0,20.359,3.748767,-0.31049377,-40.18232,-3.2012784,-5.8255386,5
0.400009464,10.002,-17.2,3.5725,0.0,20.359,4.0372453,0.07027387,-39.539333,-5.6574383,-5.234461,4
0.400009464,10.002,-17.2,3.5725,0.0,20.359,2.026968,0.2895948,-42.739708,-2.6737678,-4.527878,2
0.400009464,10.002,-17.2,3.5725,0.0,20.359,5.515297,0.16537695,-43.175182,-1.1572562,-3.325243,3
0.400009464,10.002,-17.2,3.5725,0.0,20.359,2.5218668,-0.39500514,-43.18438,-4.676714,-4.826926,1
0.400000111,10.001,-7.2224,3.561,0.0,35.365,4.3952327,0.6161249,-30.003202,-2.436694,-5.6386585,5
0.400000111,10.001,-7.2224,3.561,0.0,35.365,4.3778887,-0.19469757,-26.465271,-5.7327337,-5.269058,4
0.400000111,10.001,-7.2224,3.561,0.0,35.365,2.715697,0.5453761,-28.952538,-3.654947,-4.6658216,2
0.400000111,10.001,-7.2224,3.561,0.0,35.365,3.6003997,-0.47406426,-28.351358,-4.7478647,-4.5831785,1
0.400000111,10.001,-7.2224,3.561,0.0,35.365,5.1569395,0.12700807,-34.546417,-1.5831642,-3.3760483,3
0.400000026,30.001,27.822,3.643,0.0,86.528,6.9005237,-1.1567945,12.39784,1.7727427,-3.0848217,3
0.400000026,30.001,27.822,3.643,0.0,86.528,3.5886457,-0.2915019,12.77522,1.8861871,-4.07964,5
0.400000026,30.001,27.822,3.643,0.0,86.528,6.60988,-1.567683,12.845356,3.3690035,-3.2382283,4
0.400000026,30.001,27.822,3.643,0.0,86.528,6.3270135,-0.430344,11.036793,1.4994932,-3.6439877,1
0.400000026,30.001,27.822,3.643,0.0,86.528,3.8566566,-1.8665477,13.694523,3.1460664,-3.0142205,2
0.39999182,10.003,2.8287,3.5792,0.0,61.822,7.7366757,-1.575149,-3.4643717,-3.3719633,-5.9137588,4
0.39999182,10.003,2.8287,3.5792,0.0,61.822,5.352303,-1.7691501,-4.1982207,1.77211,-4.701088,2
0.39999182,10.003,2.8287,3.5792,0.0,61.822,5.5912547,-0.7902559,-5.770436,-2.2171412,-5.6179585,1
0.39999182,10.003,2.8287,3.5792,0.0,61.822,5.172024,-0.15438083,-1.7000601,-2.986543,-5.8242626,5
0.39999182,10.003,2.8287,3.5792,0.0,61.822,6.07191,-2.180297,-6.1238265,-0.6002199,-4.3898587,3
0.399979176,10.002,1.0899,3.6544,0.0,87.399,5.6087036,-0.3464136,8.05441,2.8186154,-4.693986,5
0.399979176,10.002,1.0899,3.6544,0.0,87.399,6.012675,0.5339871,8.629107,4.440033,-3.0888338,2
0.399979176,10.002,1.0899,3.6544,0.0,87.399,7.719654,0.037302244,6.937465,3.2779531,-4.180943,1
0.399979176,10.002,1.0899,3.6544,0.0,87.399,8.215792,0.3583145,6.8472896,3.923066,-2.9207358,3
0.399979176,10.002,1.0899,3.6544,0.0,87.399,10.3679,0.58941257,4.3231792,5.7491164,-3.6287909,4
0.399976856,10.002,12.786,3.5786,0.0,79.337,7.5273232,0.50554544,2.3115332,0.3188316,-3.6670663,3
0.399976856,10.002,12.786,3.5786,0.0,79.337,10.172993,0.55398875,4.426203,-3.52541,-5.065498,4
0.399976856,10.002,12.786,3.5786,0.0,79.337,8.183632,-0.11466409,2.6268883,-1.6478584,-5.2657156,1
0.399976856,10.002,12.786,3.5786,0.0,79.337,6.9985256,0.62963516,3.2509933,1.8956671,-4.0504713,2
0.399976856,10.002,12.786,3.5786,0.0,79.337,6.5691924,-0.30269372,4.884481,-2.6113315,-5.8948846,5
0.301333186,10.003,4.3018,3.2773,9.000315,80.002,9.484915,-1.3008275,2.873724,-8.680426,5.9690156,3
0.301333186,10.003,4.3018,3.2773,9.000315,80.002,9.076572,0.034037035,5.154436,-8.214429,6.5718355,5
0.301333186,10.003,4.3018,3.2773,9.000315,80.002,9.806305,-1.9289176,3.3288043,-5.4434805,7.0990195,4
0.301333186,10.003,4.3018,3.2773,9.000315,80.002,6.269175,-1.6177603,3.1977818,-9.459149,7.462068,2
0.301333186,10.003,4.3018,3.2773,9.000315,80.002,8.144189,-0.73583794,3.7709153,-7.993212,5.762076,1
0.301298375,10.002,4.6258,3.2075,12.00190476,79.224,8.337873,-0.34085757,4.964309,-10.806275,6.7024827,5
0.301298375,10.002,4.6258,3.2075,12.00190476,79.224,10.087839,0.49748284,3.3552444,-13.79556,6.9976134,4
0.301298375,10.002,4.6258,3.2075,12.00190476,79.224,7.984054,-0.27121666,3.886479,-10.194087,5.8222814,1
0.301298375,10.002,4.6258,3.2075,12.00190476,79.224,6.760762,0.5819409,3.5138597,-10.038852,7.39303,2
0.301298375,10.002,4.6258,3.2075,12.00190476,79.224,10.254822,0.14309968,2.8996363,-10.797237,5.3278923,3
0.300776258,10.001,3.1931,3.3532,5.998675,81.207,10.398798,-0.13739245,0.25291106,-2.814787,8.203481,4
0.300776258,10.001,3.1931,3.3532,5.998675,81.207,6.843805,0.0828219,1.3259605,-5.143705,5.5855017,1
0.300776258,10.001,3.1931,3.3532,5.998675,81.207,6.5693054,0.6115378,1.0152146,-5.4040933,8.1708765,2
0.300776258,10.001,3.1931,3.3532,5.998675,81.207,8.27046,0.12364861,0.5797834,-3.1302717,5.9433208,3
0.300776258,10.001,3.1931,3.3532,5.998675,81.207,7.3109574,0.4052131,1.0820657,-1.8404566,7.466641,5
0.300497762,10.002,2.2309,3.44,3.000014286,82.66,9.961728,0.46350256,0.4309102,-4.603263,6.9666867,4
0.300497762,10.002,2.2309,3.44,3.000014286,82.66,5.7207007,-0.23616618,0.971026,-1.2111675,7.688479,5
0.300497762,10.002,2.2309,3.44,3.000014286,82.66,7.076603,-0.287316,-0.89468026,-3.288267,5.355934,1
0.300497762,10.002,2.2309,3.44,3.000014286,82.66,5.7118692,0.48899087,1.3533844,-4.8030653,7.5844727,2
0.300497762,10.002,2.2309,3.44,3.000014286,82.66,8.078537,0.21959957,0.8830334,-3.050171,5.584128,3
0.300193761,10.002,40.977,3.5355,1.000104762,91.241,5.32699,0.25582838,14.087579,0.10330536,2.3584435,3
0.300193761,10.002,40.977,3.5355,1.000104762,91.241,5.885552,-0.3158124,13.978886,-1.8294867,2.6540372,1
0.300193761,10.002,40.977,3.5355,1.000104762,91.241,7.5158763,0.38983408,15.187316,-1.5157206,3.4586072,4
0.300193761,10.002,40.977,3.5355,1.000104762,91.241,3.9459453,-0.20911403,16.655016,-1.2598213,4.8396573,5
0.300193761,10.002,40.977,3.5355,1.000104762,91.241,3.50477,0.60109514,15.234011,-0.17237139,2.552957,2
0.300153869,2.004,25.966,3.5291,1.000091905,90.634,4.591431,0.82219726,11.760603,0.11373831,2.5048652,2
0.300153869,2.004,25.966,3.5291,1.000091905,90.634,5.4466896,2.0251362,10.222556,0.01083025,1.4610614,3
0.300153869,2.004,25.966,3.5291,1.000091905,90.634,6.1765137,1.4924152,8.779463,-1.5261997,3.6882098,1
0.300153869,2.004,25.966,3.5291,1.000091905,90.634,8.233706,0.24562857,10.882856,-1.5966438,3.6032865,4
0.300153869,2.004,25.966,3.5291,1.000091905,90.634,4.311372,1.3237848,11.098405,-1.2968155,4.304352,5
0.300114873,10.002,1.0582,3.5267,1.000078571,83.649,5.056269,-0.41325492,7.642293,-0.6099243,4.2701955,5
0.300114873,10.002,1.0582,3.5267,1.000078571,83.649,6.177102,0.27937248,6.176836,0.08623983,1.1307783,3
0.300114873,10.002,1.0582,3.5267,1.000078571,83.649,-1.4757138,0.3425773,6.5805116,-0.111506335,2.0048442,2
0.300114873,10.002,1.0582,3.5267,1.000078571,83.649,9.392123,0.4149673,3.914513,-1.5715665,3.6680772,4
0.300114873,10.002,1.0582,3.5267,1.000078571,83.649,6.4873376,-0.10492243,5.2403073,-2.6306782,3.3244483,1
0.30000422,10.003,2.7227,3.519,0.0,43.256,-4.154363,-2.0574915,-7.637978,-3.9453995,-4.581871,3
0.30000422,10.003,2.7227,3.519,0.0,43.256,-3.0807502,-1.6364963,-7.151186,-3.7668657,-6.101335,2
0.30000422,10.003,2.7227,3.519,0.0,43.256,-5.588657,-0.03477794,-4.1417117,-5.2058997,-6.300818,5
0.30000422,10.003,2.7227,3.519,0.0,43.256,-2.4498708,-0.5704085,-8.459998,-7.3453574,-6.020866,1
0.30000422,10.003,2.7227,3.519,0.0,43.256,2.8361695,-1.6783439,-3.5595262,-3.5529377,-5.9732904,4
0.300000111,10.003,-7.37,3.5104,0.0,24.815,-3.1422074,-0.21359196,-29.119915,-4.6775246,-6.0213575,5
0.300000111,10.003,-7.37,3.5104,0.0,24.815,1.6455643,-1.1198996,-32.11965,-7.5210366,-5.0378036,4
0.300000111,10.003,-7.37,3.5104,0.0,24.815,-1.7244877,-1.1899443,-32.022713,-5.9648814,-5.3475513,2
0.300000111,10.003,-7.37,3.5104,0.0,24.815,-1.1644876,-0.22453776,-33.54005,-5.3316603,-4.576443,1
0.300000111,10.003,-7.37,3.5104,0.0,24.815,-2.6994839,-1.2721231,-36.6153,-2.6252527,-4.3405027,3
0.300000088,10.003,27.172,3.528,1.000130952,85.949,0.3986186,-0.77900445,11.081914,-1.4391541,3.7680764,1
0.300000088,10.003,27.172,3.528,1.000130952,85.949,3.2230477,-1.8176107,12.3988,-0.81039417,4.6761155,4
0.300000088,10.003,27.172,3.528,1.000130952,85.949,-2.5135665,-0.4590818,14.747397,-1.2869687,6.0346856,5
0.300000088,10.003,27.172,3.528,1.000130952,85.949,-4.158696,-1.8524027,12.427351,0.0795819,2.3083022,3
0.300000088,10.003,27.172,3.528,1.000130952,85.949,-1.235232,-1.9176692,12.593089,0.3033352,5.2737846,2
0.300000026,30.001,27.682,3.5852,0.0,81.859,-2.1244693,-0.64090806,15.72101,-2.5990317,-4.8918004,5
0.300000026,30.001,27.682,3.5852,0.0,81.859,-0.025430426,-0.40534657,11.73823,0.27901986,-3.899086,1
0.300000026,30.001,27.682,3.5852,0.0,81.859,3.6200042,-1.7423667,15.487445,-1.1781173,-4.0590324,4
0.300000026,30.001,27.682,3.5852,0.0,81.859,-1.152361,-1.268973,12.91047,2.843617,-2.4438033,3
0.300000026,30.001,27.682,3.5852,0.0,81.859,-0.44833902,-1.8447129,14.182451,1.4438298,-3.2862964,2
0.299975701,10.002,0.93361,3.5917,0.0,84.357,-0.5112484,0.47790182,3.2529423,-1.3257092,-4.8663993,4
0.299975701,10.002,0.93361,3.5917,0.0,84.357,0.702669,0.21733952,9.344852,3.5584757,-2.0936213,3
0.299975701,10.002,0.93361,3.5917,0.0,84.357,1.0736711,-0.09765561,9.641461,1.3626072,-4.0012307,1
0.299975701,10.002,0.93361,3.5917,0.0,84.357,-0.20428833,0.47390956,11.230616,2.7869241,-3.2645857,2
0.299975701,10.002,0.93361,3.5917,0.0,84.357,-2.2474627,-0.18913122,14.207579,2.8412209,-4.1155005,5
0.299972995,10.002,12.802,3.5167,0.0,63.154,-5.6070414,0.345041,2.3424797,-1.9657459,-3.94024,3
0.299972995,10.002,12.802,3.5167,0.0,63.154,1.3357031,0.4078724,3.7615404,-4.2727556,-5.2591186,4
0.299972995,10.002,12.802,3.5167,0.0,63.154,-1.7260953,-0.29806757,4.671411,-3.0596,-5.754955,5
0.299972995,10.002,12.802,3.5167,0.0,63.154,-6.5167475,-0.38445622,0.78350157,-5.5548677,-5.5886154,1
0.299972995,10.002,12.802,3.5167,0.0,63.154,-3.05834,0.29165423,0.002671823,-1.9687489,-5.190753,2
0.299971997,10.003,-17.069,3.5298,0.0,15.367,-4.1527185,-0.106542036,-38.17031,-5.5191584,-4.5292335,1
0.299971997,10.003,-17.069,3.5298,0.0,15.367,-6.0627,-1.1325437,-38.91933,-1.9202524,-2.95436,3
0.299971997,10.003,-17.069,3.5298,0.0,15.367,-4.7725797,-0.3095793,-33.89396,-5.1500125,-5.9269433,5
0.299971997,10.003,-17.069,3.5298,0.0,15.367,-1.5870848,-0.9193394,-37.32651,-2.56083,-4.4752984,2
0.299971997,10.003,-17.069,3.5298,0.0,15.367,-6.906224,-0.99066335,-33.607372,-5.7009807,-5.2890577,4
0.20132971,10.003,4.2901,3.1562,9.000355,58.875,-5.710014,-1.3357422,0.024779253,-11.322024,6.836528,2
0.20132971,10.003,4.2901,3.1562,9.000355,58.875,-6.646457,-1.3376235,1.9334552,-10.326458,5.2599797,3
0.20132971,10.003,4.2901,3.1562,9.000355,58.875,-5.5621243,0.10576944,1.9487628,-11.133599,5.679994,5
0.20132971,10.003,4.2901,3.1562,9.000355,58.875,-7.4715614,-1.6852239,2.1746476,-13.885939,7.4100056,4
0.20132971,10.003,4.2901,3.1562,9.000355,58.875,-7.084432,-0.67965525,0.6246743,-12.209707,5.5773873,1
0.201294898,10.002,4.8189,3.0729,11.99957143,58.084,-6.21579,0.3680741,-0.021712817,-11.27265,6.8855157,2
0.201294898,10.002,4.8189,3.0729,11.99957143,58.084,-7.502,0.38403836,2.293135,-13.67819,7.4429183,4
0.201294898,10.002,4.8189,3.0729,11.99957143,58.084,-6.5689583,0.061069697,1.4991562,-10.505782,5.0167212,3
0.201294898,10.002,4.8189,3.0729,11.99957143,58.084,-5.6167583,-0.45191163,3.359135,-11.4713,5.926304,5
0.201294898,10.002,4.8189,3.0729,11.99957143,58.084,-6.2276874,-0.35704702,1.957158,-12.396547,5.6228814,1
0.200772781,10.002,4.0431,3.2474,6.000745,60.92,-5.946423,0.35454172,-0.034023773,-9.591748,7.3738985,2
0.200772781,10.002,4.0431,3.2474,6.000745,60.92,-7.7254505,-0.35385376,-1.0263565,-9.199721,5.444708,1
0.200772781,10.002,4.0431,3.2474,6.000745,60.92,-7.197116,0.4297106,2.5508127,-12.03868,7.823248,4
0.200772781,10.002,4.0431,3.2474,6.000745,60.92,-6.5139065,0.07901179,1.2644974,-10.4098625,5.39458,3
0.200772781,10.002,4.0431,3.2474,6.000745,60.92,-6.104758,-0.4522081,1.6092255,-9.657263,6.2751274,5
0.200459473,10.002,1.7876,3.3508,3.000066667,65.16,-7.9001617,-0.33110744,-4.366916,-8.100425,5.729668,1
0.200459473,10.002,1.7876,3.3508,3.000066667,65.16,-8.045276,0.38928077,-1.9625628,-3.437845,8.440108,4
0.200459473,10.002,1.7876,3.3508,3.000066667,65.16,-7.5505805,0.05618631,-0.3759361,-3.3368764,5.6681414,3
0.200459473,10.002,1.7876,3.3508,3.000066667,65.16,-4.845728,0.1549359,-0.64287245,-6.6205945,7.4746776,2
0.200459473,10.002,1.7876,3.3508,3.000066667,65.16,-6.3815193,-0.5593434,-0.48765507,-1.785537,7.282314,5
0.20019233,2.002,26.6,3.4439,0.9999,84.92,-4.6619654,3.5163062,16.458065,-2.2119339,3.5853407,4
0.20019233,2.002,26.6,3.4439,0.9999,84.92,-4.3819523,1.2434453,15.979031,-1.150838,4.1313834,5
0.20019233,2.002,26.6,3.4439,0.9999,84.92,-3.8397145,3.5674994,11.651223,-3.306362,4.149173,1
0.20019233,2.002,26.6,3.4439,0.9999,84.92,-2.7520983,1.9102639,13.689133,-3.2509134,3.6590996,2
0.20019233,2.002,26.6,3.4439,0.9999,84.92,-5.816206,3.707038,12.784333,-1.7051263,3.7229736,3
0.200111393,10.003,0.77883,3.4401,1.000103333,71.244,-6.8143444,-1.0060614,6.500624,-2.5520515,4.132043,3
0.200111393,10.003,0.77883,3.4401,1.000103333,71.244,-6.936941,0.3891078,7.391129,-2.0749629,5.27236,5
0.200111393,10.003,0.77883,3.4401,1.000103333,71.244,-17.238035,-1.5690708,-0.3097556,-4.534642,4.539685,4
0.200111393,10.003,0.77883,3.4401,1.000103333,71.244,-3.878947,-1.2453609,6.595499,-5.084919,4.5372686,2
0.200111393,10.003,0.77883,3.4401,1.000103333,71.244,-5.6761,-0.5019426,5.7203317,-3.1306775,3.0541792,1
0.200091228,10.002,41.341,3.4458,0.9998415,85.68,-3.6134818,-0.31185502,16.043352,-3.6804032,4.7190857,1
0.200091228,10.002,41.341,3.4458,0.9998415,85.68,-5.2174273,0.23147057,19.16959,-1.4940834,3.5748277,3
0.200091228,10.002,41.341,3.4458,0.9998415,85.68,-4.3220706,-0.3087827,20.31727,-2.1398883,4.335616,5
0.200091228,10.002,41.341,3.4458,0.9998415,85.68,-11.566999,0.5770503,20.669834,-2.4885623,3.206432,4
0.200091228,10.002,41.341,3.4458,0.9998415,85.68,-2.5977468,0.48948222,18.289457,-3.785057,3.449031,2
0.200000111,10.003,-7.2705,3.4607,0.0,16.885,-3.942365,-0.041366424,-28.092941,-5.8900633,-4.456488,1
0.200000111,10.003,-7.2705,3.4607,0.0,16.885,-9.2680235,-0.19483638,-28.589174,-5.4891343,-5.1981974,5
0.200000111,10.003,-7.2705,3.4607,0.0,16.885,-11.063477,-1.1292298,-29.919134,-6.4525204,-4.839167,2
0.200000111,10.003,-7.2705,3.4607,0.0,16.885,-11.091653,-1.0603863,-32.58037,-4.241798,-4.6559377,3
0.200000111,10.003,-7.2705,3.4607,0.0,16.885,-12.097739,-1.3325486,-25.269552,-6.7295403,-4.899451,4
0.200000088,10.002,27.283,3.4665,0.857049524,77.981,-11.428398,0.5948787,15.917874,-1.7110617,4.2983785,2
0.200000088,10.002,27.283,3.4665,0.857049524,77.981,-11.062709,0.6488151,17.260517,-1.8819047,4.0573335,4
0.200000088,10.002,27.283,3.4665,0.857049524,77.981,-9.737046,0.17094609,15.07669,-0.680592,3.4818864,3
0.200000088,10.002,27.283,3.4665,0.857049524,77.981,-4.6248403,-0.72177416,11.79651,-3.2645202,2.92761,1
0.200000088,10.002,27.283,3.4665,0.857049524,77.981,-9.452023,-0.3001492,16.352116,-2.25948,1.6140674,5
0.200000026,30.002,27.558,3.5043,0.0,65.808,-7.025355,-0.2693991,11.592703,-5.5499606,-4.69468,1
0.200000026,30.002,27.558,3.5043,0.0,65.808,-13.021801,-2.1948144,16.99176,-4.043186,-3.732024,4
0.200000026,30.002,27.558,3.5043,0.0,65.808,-10.398107,-1.3148954,14.58584,-2.6656904,-4.3601,3
0.200000026,30.002,27.558,3.5043,0.0,65.808,-9.896769,-0.20379677,16.720634,-3.4525619,-4.546435,5
0.200000026,30.002,27.558,3.5043,0.0,65.808,-10.142321,-1.5199004,15.799196,-4.2481813,-4.059908,2
0.199981364,10.002,-17.108,3.4866,0.0,11.309,-10.95926,0.12492567,-36.906628,-5.1080046,-4.852343,2
0.199981364,10.002,-17.108,3.4866,0.0,11.309,-10.869774,-0.5449115,-35.17485,-5.5103664,-4.413502,1
0.199981364,10.002,-17.108,3.4866,0.0,11.309,-13.474549,0.17567518,-34.274445,-6.1737237,-4.609194,4
0.199981364,10.002,-17.108,3.4866,0.0,11.309,-10.947304,-0.47399005,-35.587307,-5.1329145,-5.248291,5
0.199981364,10.002,-17.108,3.4866,0.0,11.309,-12.580889,-0.11875804,-35.449436,-3.9972937,-4.237703,3
0.199975286,10.002,2.8426,3.4506,0.0,26.856,-20.331793,0.27081814,-9.093209,-8.474983,-6.1400876,2
0.199975286,10.002,2.8426,3.4506,0.0,26.856,-12.303405,-0.5249384,-3.65102,-3.7628343,-4.7640986,5
0.199975286,10.002,2.8426,3.4506,0.0,26.856,-20.724642,0.35994467,-8.152563,-6.4005136,-5.407469,4
0.199975286,10.002,2.8426,3.4506,0.0,26.856,-21.372868,0.02683149,-10.196078,-5.4319687,-4.8611245,3
0.199975286,10.002,2.8426,3.4506,0.0,26.856,-19.026234,-0.62922096,-9.474928,-7.70053,-5.6721883,1
0.199972228,10.003,1.0134,3.5136,0.0,75.532,-11.023127,-0.83065414,8.414919,1.8862054,-2.852782,3
